filename,total_characters,split
41269.txt,343866,train
28961.txt,537450,train
56346.txt,533160,train
484.txt,256175,train
49865.txt,372589,train
36607.txt,94110,train
28046.txt,1474157,train
48472.txt,184957,train
8394.txt,206578,train
3447.txt,1255286,train
56906.txt,321097,train
48571.txt,142376,train
28065.txt,217379,train
10325.txt,299522,train
50378.txt,49340,train
49504.txt,418887,train
1141.txt,73255,train
42956.txt,691274,train
28306.txt,53365,train
29288.txt,214874,train
18824.txt,369568,train
26659.txt,593595,train
8203.txt,855798,train
2995.txt,66328,train
33662.txt,298558,train
41167.txt,234020,train
48989.txt,500437,train
8794.txt,51737,train
11153.txt,208038,train
3470.txt,937088,train
52906.txt,379645,train
41994.txt,73522,train
46283.txt,216357,train
10332.txt,74718,train
46944.txt,342008,train
47253.txt,269998,train
36895.txt,346048,train
57013.txt,137762,train
33521.txt,42890,train
48829.txt,263490,train
7474.txt,267721,train
7239.txt,297161,train
1661.txt,562443,train
57808.txt,660229,train
8842.txt,17609,train
46967.txt,513522,train
4114.txt,153228,train
27724.txt,396187,train
49432.txt,227316,train
34248.txt,679633,train
49698.txt,575020,train
35974.txt,97453,train
44546.txt,258448,train
11339.txt,215967,train
31397.txt,73026,train
33247.txt,150570,train
16186.txt,164667,train
47746.txt,2159662,train
33253.txt,158004,train
56732.txt,1226248,train
39676.txt,540510,train
36385.txt,502192,train
40636.txt,65806,train
57693.txt,155717,train
41181.txt,215192,train
4423.txt,194797,train
47647.txt,760860,train
6027.txt,61098,train
171.txt,210150,train
27866.txt,154761,train
3488.txt,81279,train
5782.txt,72909,train
29751.txt,454183,train
37603.txt,327726,train
11319.txt,212451,train
49316.txt,478095,train
49798.txt,163728,train
7244.txt,62929,train
36087.txt,830994,train
3562.txt,230502,train
29350.txt,46929,train
10391.txt,368748,train
11356.txt,219729,train
11734.txt,232563,train
1392.txt,56315,train
48884.txt,94249,train
44490.txt,413027,train
36234.txt,102386,train
44585.txt,1360493,train
26752.txt,573,train
2109.txt,339278,train
27827.txt,332122,train
2700.txt,764919,train
1428.txt,51946,train
55373.txt,530069,train
52268.txt,303100,train
19314.txt,104272,train
35812.txt,284045,train
3970.txt,158593,train
41008.txt,227416,train
47484.txt,30817,train
8847.txt,17010,train
51209.txt,931133,train
48221.txt,99125,train
8908.txt,141813,train
870.txt,14710,train
19104.txt,1067017,train
9971.txt,626203,train
36974.txt,499184,train
43042.txt,126250,train
56661.txt,206721,train
10796.txt,8722,train
11444.txt,68012,train
43612.txt,141987,train
1640.txt,501364,train
1814.txt,137071,train
42106.txt,80879,train
28471.txt,337842,train
34027.txt,86044,train
9870.txt,20574,train
26081.txt,634923,train
41762.txt,588897,train
34893.txt,143704,train
35587.txt,1200271,train
42603.txt,25494,train
1214.txt,425201,train
33492.txt,160541,train
49912.txt,1450544,train
46015.txt,424669,train
38293.txt,351091,train
12314.txt,381020,train
48232.txt,295709,train
46829.txt,72400,train
1900.txt,656890,train
10015.txt,114969,train
44316.txt,659079,train
28284.txt,897984,train
44916.txt,438646,train
9374.txt,371236,train
39163.txt,454779,train
6267.txt,880328,train
3347.txt,269808,train
51097.txt,126583,train
8745.txt,695885,train
28960.txt,363236,train
4404.txt,150601,train
31244.txt,172477,train
48118.txt,679035,train
52708.txt,63623,train
27752.txt,290549,train
33700.txt,406342,train
1625.txt,158097,train
26937.txt,73270,train
26801.txt,213386,train
10392.txt,599840,train
54300.txt,125153,train
30693.txt,369640,train
10872.txt,84178,train
41423.txt,9441,train
41479.txt,734699,train
44964.txt,192739,train
2852.txt,319866,train
43282.txt,266924,train
57392.txt,154835,train
9324.txt,472205,train
5367.txt,93598,train
36042.txt,282409,train
41050.txt,453571,train
30954.txt,770234,train
25800.txt,280821,train
40933.txt,219706,train
52980.txt,152378,train
24922.txt,112285,train
38978.txt,346240,train
41069.txt,94175,train
5129.txt,653043,train
39879.txt,265010,train
51865.txt,352410,train
44413.txt,280737,train
58518.txt,300760,train
1167.txt,277169,train
48908.txt,123746,train
58046.txt,457205,train
50204.txt,548931,train
36948.txt,277802,train
52601.txt,196169,train
7006.txt,602212,train
7429.txt,406872,train
57358.txt,397898,train
43716.txt,551787,train
8670.txt,612952,train
34294.txt,61952,train
41250.txt,89528,train
35350.txt,260776,train
56617.txt,79800,train
45779.txt,793767,train
35559.txt,205776,train
3575.txt,170631,train
57348.txt,111486,train
46753.txt,466149,train
13988.txt,45069,train
58276.txt,77678,train
39200.txt,552116,train
32809.txt,540349,train
46232.txt,549236,train
16324.txt,267087,train
17059.txt,267669,train
9304.txt,236286,train
41398.txt,100776,train
44288.txt,12227,train
54151.txt,393863,train
20619.txt,161599,train
5599.txt,537558,train
40879.txt,185122,train
42091.txt,276490,train
45884.txt,174921,train
47750.txt,158763,train
36971.txt,57595,train
57015.txt,115694,train
5849.txt,72684,train
32848.txt,1056188,train
716.txt,339329,train
54490.txt,540428,train
38779.txt,1012058,train
53521.txt,102206,train
33920.txt,54650,train
10916.txt,222167,train
6131.txt,150111,train
10892.txt,1032191,train
3670.txt,303620,train
40602.txt,583328,train
34901.txt,306665,train
36193.txt,530224,train
36489.txt,119354,train
54649.txt,294625,train
57748.txt,352661,train
27501.txt,451921,train
49577.txt,275737,train
41484.txt,1158778,train
3177.txt,945880,train
42238.txt,1049978,train
56290.txt,475047,train
50715.txt,233846,train
55652.txt,445783,train
35251.txt,241866,train
40939.txt,330250,train
28818.txt,7279,train
56653.txt,309647,train
8570.txt,548952,train
55208.txt,449922,train
1337.txt,125666,train
24454.txt,518009,train
55056.txt,424127,train
56728.txt,165139,train
5895.txt,316962,train
520.txt,164934,train
32931.txt,427876,train
54931.txt,686800,train
54400.txt,648797,train
48179.txt,132408,train
50181.txt,617656,train
47319.txt,613579,train
4469.txt,182414,train
36890.txt,382014,train
48999.txt,128869,train
4615.txt,402474,train
52587.txt,208251,train
3015.txt,265948,train
38056.txt,74190,train
7902.txt,1719,train
44145.txt,487977,train
30064.txt,127842,train
43829.txt,255803,train
51701.txt,97390,train
44307.txt,537319,train
51716.txt,633417,train
30612.txt,1656789,train
4127.txt,85710,train
27585.txt,300673,train
36201.txt,137447,train
53227.txt,153256,train
53995.txt,269414,train
19781.txt,270653,train
4313.txt,778306,train
30333.txt,412100,train
28772.txt,10703,train
43320.txt,587003,train
35338.txt,857527,train
4623.txt,30594,train
56551.txt,317125,train
39750.txt,53050,train
55396.txt,394566,train
31715.txt,359686,train
24507.txt,263988,train
32255.txt,4718,train
47254.txt,147776,train
33706.txt,203517,train
13119.txt,105914,train
9959.txt,641039,train
32971.txt,258031,train
32632.txt,244296,train
33568.txt,350223,train
27187.txt,47136,train
49539.txt,101091,train
46959.txt,98015,train
33878.txt,75319,train
43915.txt,93305,train
57735.txt,182671,train
26892.txt,299247,train
56427.txt,580217,train
40421.txt,584752,train
32788.txt,118009,train
3595.txt,152546,train
42205.txt,742804,train
39282.txt,24844,train
45053.txt,759004,train
35184.txt,53336,train
4525.txt,82586,train
26938.txt,430425,train
28854.txt,353303,train
47451.txt,306545,train
46256.txt,74574,train
45158.txt,86806,train
28593.txt,530818,train
8648.txt,423940,train
36153.txt,76062,train
13649.txt,38382,train
330.txt,350271,train
38283.txt,116605,train
25826.txt,237125,train
40274.txt,72101,train
1586.txt,1278618,train
16209.txt,425350,train
9888.txt,394456,train
5946.txt,1128961,train
54621.txt,313741,train
27058.txt,329121,train
38368.txt,573144,train
46524.txt,726001,train
25444.txt,29445,train
40060.txt,347293,train
55595.txt,156251,train
53254.txt,759582,train
55113.txt,211709,train
45476.txt,44968,train
51456.txt,91808,train
43631.txt,254251,train
40528.txt,385102,train
33098.txt,263356,train
7937.txt,384168,train
52297.txt,314053,train
42223.txt,174415,train
25632.txt,487548,train
50042.txt,887299,train
43696.txt,250519,train
26080.txt,158547,train
45849.txt,1799289,train
1196.txt,68361,train
28688.txt,417165,train
57177.txt,39444,train
35227.txt,430924,train
11634.txt,450188,train
31618.txt,129878,train
5233.txt,568239,train
26112.txt,343544,train
41110.txt,561759,train
33556.txt,854649,train
47292.txt,824316,train
35198.txt,323916,train
35836.txt,363262,train
35013.txt,17444,train
24590.txt,77483,train
27918.txt,135057,train
53390.txt,180623,train
53423.txt,165627,train
42611.txt,296371,train
46367.txt,348279,train
49718.txt,943539,train
25018.txt,157092,train
24565.txt,615404,train
57277.txt,197785,train
55498.txt,61899,train
42975.txt,184013,train
1593.txt,10549,train
2385.txt,577352,train
51259.txt,1138638,train
8596.txt,481963,train
3610.txt,1639134,train
29983.txt,249452,train
1912.txt,362710,train
39640.txt,98640,train
41075.txt,322726,train
35630.txt,431847,train
51707.txt,367891,train
51856.txt,193176,train
53873.txt,46126,train
988.txt,106528,train
58243.txt,92075,train
35468.txt,320777,train
11091.txt,245260,train
50396.txt,81838,train
46958.txt,354149,train
45363.txt,399524,train
9371.txt,202944,train
57067.txt,489792,train
50614.txt,2182,train
42161.txt,28050,train
54546.txt,235885,train
58112.txt,45074,train
25357.txt,148276,train
57366.txt,270865,train
3171.txt,91487,train
35901.txt,1001590,train
694.txt,718020,train
40866.txt,532627,train
42724.txt,508687,train
41838.txt,205384,train
2330.txt,78892,train
9043.txt,65537,train
7353.txt,357697,train
55970.txt,92785,train
44046.txt,81172,train
56860.txt,764583,train
52388.txt,1017119,train
7024.txt,564486,train
58480.txt,280552,train
39593.txt,120340,train
52227.txt,298315,train
26412.txt,315626,train
36557.txt,382009,train
2069.txt,156871,train
20524.txt,312800,train
57535.txt,239023,train
35356.txt,302966,train
52790.txt,119067,train
54568.txt,497186,train
51585.txt,641547,train
28161.txt,415649,train
5908.txt,34948,train
58409.txt,406269,train
21044.txt,698891,train
24580.txt,35653,train
4673.txt,55758,train
28636.txt,438476,train
54675.txt,153071,train
50068.txt,511225,train
4108.txt,130070,train
10946.txt,290528,train
1412.txt,538289,train
51786.txt,101016,train
6875.txt,765204,train
39695.txt,614975,train
42886.txt,365407,train
642.txt,80842,train
45492.txt,293709,train
26021.txt,29224,train
8000.txt,1017498,train
1943.txt,232899,train
53204.txt,365226,train
28129.txt,85681,train
44020.txt,52765,train
44959.txt,320214,train
36545.txt,806250,train
56798.txt,295145,train
29247.txt,1298712,train
48294.txt,488646,train
35524.txt,262746,train
58460.txt,105708,train
47582.txt,605503,train
42382.txt,303158,train
27297.txt,82564,train
10985.txt,698868,train
507.txt,1155516,train
40259.txt,521752,train
25493.txt,86155,train
41734.txt,55399,train
38029.txt,279676,train
57347.txt,230929,train
10791.txt,19400,train
37509.txt,449672,train
30675.txt,162544,train
45799.txt,285295,train
39109.txt,553444,train
24713.txt,341518,train
58568.txt,324488,train
52977.txt,114880,train
1826.txt,77365,train
2748.txt,245724,train
30298.txt,492333,train
42818.txt,152881,train
33089.txt,453481,train
3378.txt,306113,train
53411.txt,778456,train
42466.txt,246236,train
39771.txt,525474,train
57546.txt,977926,train
32205.txt,433040,train
11223.txt,464573,train
49765.txt,452053,train
844.txt,119562,train
57415.txt,308304,train
35933.txt,637421,train
36612.txt,306887,train
52119.txt,1272477,train
27680.txt,273802,train
28091.txt,355179,train
50163.txt,97027,train
46420.txt,100212,train
35033.txt,56105,train
44966.txt,37429,train
426.txt,279576,train
5721.txt,348801,train
24542.txt,33691,train
32993.txt,338586,train
27502.txt,92840,train
32920.txt,430300,train
54541.txt,469542,train
37224.txt,220321,train
37946.txt,466833,train
3377.txt,162546,train
9061.txt,370253,train
41182.txt,563210,train
39684.txt,423608,train
53819.txt,699943,train
44727.txt,582153,train
33064.txt,566178,train
9480.txt,363529,train
48313.txt,390992,train
48470.txt,110090,train
52501.txt,384731,train
26000.txt,1970251,train
54907.txt,100292,train
33586.txt,245516,train
39964.txt,720548,train
44461.txt,132948,train
781.txt,415720,train
55628.txt,853428,train
50268.txt,152362,train
45136.txt,312276,train
42803.txt,321758,train
43469.txt,213018,train
30889.txt,222050,train
53369.txt,387784,train
11327.txt,380756,train
8168.txt,492256,train
43442.txt,972829,train
52252.txt,630869,train
26990.txt,455996,train
34479.txt,786531,train
50687.txt,836860,train
6384.txt,479859,train
40901.txt,266030,train
44189.txt,163403,train
36100.txt,155822,train
54198.txt,2421,train
28413.txt,628339,train
2940.txt,587463,train
2347.txt,31859,train
37444.txt,148061,train
38511.txt,508251,train
37920.txt,726935,train
3895.txt,96901,train
1589.txt,165031,train
49474.txt,418154,train
50411.txt,660506,train
48603.txt,816315,train
56529.txt,416813,train
8827.txt,58672,train
34306.txt,364603,train
57391.txt,83455,train
32024.txt,259931,train
57979.txt,659380,train
37390.txt,958693,train
105.txt,467010,train
55063.txt,325946,train
48170.txt,724328,train
315.txt,137557,train
21654.txt,298748,train
38424.txt,755826,train
1952.txt,31563,train
6127.txt,321447,train
25405.txt,119402,train
37988.txt,496018,train
22289.txt,17591,train
51910.txt,293822,train
50243.txt,362220,train
27553.txt,721207,train
33596.txt,540998,train
55017.txt,304053,train
4360.txt,795123,train
53010.txt,331297,train
400.txt,65367,train
11159.txt,481058,train
56836.txt,775904,train
40588.txt,3457688,train
36674.txt,203626,train
57511.txt,4623,train
35490.txt,288236,train
165.txt,636721,train
55392.txt,298406,train
50582.txt,287017,train
5392.txt,152537,train
39806.txt,63292,train
44429.txt,441797,train
48263.txt,111420,train
43200.txt,974776,train
33008.txt,338331,train
8832.txt,160373,train
2903.txt,94192,train
48890.txt,687674,train
40549.txt,586669,train
5856.txt,262201,train
48223.txt,573408,train
10509.txt,848273,train
44175.txt,247746,train
58303.txt,128599,train
3769.txt,186037,train
46799.txt,392872,train
49163.txt,192479,train
1587.txt,602672,train
28630.txt,488010,train
46244.txt,37078,train
40517.txt,578591,train
37837.txt,116350,train
43947.txt,354010,train
48487.txt,513671,train
43590.txt,1089481,train
45622.txt,401611,train
51873.txt,352632,train
42989.txt,443491,train
46827.txt,80193,train
50790.txt,254513,train
44266.txt,224713,train
40559.txt,194531,train
37310.txt,291480,train
43929.txt,694976,train
27682.txt,443905,train
9207.txt,10776,train
17724.txt,256355,train
5031.txt,408774,train
7140.txt,1451776,train
48338.txt,163502,train
49116.txt,30189,train
29150.txt,262142,train
10216.txt,148178,train
26778.txt,254795,train
19386.txt,322381,train
52100.txt,97763,train
48698.txt,421071,train
24826.txt,307044,train
24698.txt,269536,train
29671.txt,412198,train
35783.txt,347105,train
48505.txt,190263,train
6848.txt,772360,train
28483.txt,164100,train
58061.txt,288044,train
25749.txt,225690,train
38661.txt,28347,train
46439.txt,239524,train
36816.txt,141292,train
58380.txt,96353,train
43611.txt,39296,train
26439.txt,818431,train
57763.txt,277674,train
40646.txt,1260064,train
35513.txt,252753,train
47485.txt,664866,train
47604.txt,138184,train
38770.txt,276350,train
49841.txt,740968,train
10831.txt,130663,train
56349.txt,99554,train
1409.txt,254835,train
58608.txt,775094,train
40668.txt,361215,train
28687.txt,52502,train
7398.txt,58502,train
48101.txt,74349,train
502.txt,585235,train
8871.txt,403777,train
21384.txt,441469,train
36136.txt,323592,train
36039.txt,118488,train
42434.txt,355889,train
48046.txt,712988,train
57819.txt,271955,train
45543.txt,389101,train
39845.txt,299639,train
3468.txt,168637,train
10804.txt,569228,train
25985.txt,192643,train
36443.txt,306620,train
12984.txt,429992,train
2934.txt,33115,train
2671.txt,675713,train
7835.txt,862844,train
9071.txt,237073,train
8678.txt,561095,train
4235.txt,659439,train
5813.txt,175080,train
7071.txt,592659,train
43786.txt,484424,train
5336.txt,194090,train
50011.txt,754069,train
44015.txt,343482,train
24409.txt,423602,train
54602.txt,253529,train
6687.txt,550263,train
56834.txt,368045,train
53507.txt,79983,train
29840.txt,6736,train
45305.txt,1389272,train
54542.txt,578749,train
44119.txt,347973,train
34268.txt,167304,train
47906.txt,177689,train
51905.txt,1032154,train
28136.txt,33693,train
5716.txt,643588,train
3494.txt,56377,train
14394.txt,577200,train
57376.txt,1591074,train
34202.txt,493871,train
523.txt,405177,train
50817.txt,3909,train
36515.txt,87011,train
24640.txt,51220,train
45676.txt,287400,train
29892.txt,290404,train
10799.txt,580704,train
13544.txt,87699,train
53519.txt,476120,train
51955.txt,285363,train
29958.txt,753945,train
1849.txt,422309,train
41017.txt,547935,train
49030.txt,272413,train
34778.txt,287579,train
40401.txt,283053,train
731.txt,1606095,train
33252.txt,115616,train
57212.txt,278873,train
7415.txt,465319,train
52791.txt,89412,train
26948.txt,531235,train
58043.txt,516844,train
40604.txt,311072,train
3942.txt,447239,train
38806.txt,937796,train
4690.txt,191291,train
51204.txt,197033,train
40830.txt,751692,train
33940.txt,61958,train
40216.txt,729564,train
11337.txt,297011,train
21109.txt,373175,train
32565.txt,500801,train
53095.txt,326696,train
8883.txt,492414,train
1174.txt,727416,train
25619.txt,557850,train
39681.txt,292679,train
5715.txt,412852,train
5449.txt,1024793,train
38758.txt,51417,train
42735.txt,283881,train
32656.txt,53310,train
43452.txt,490390,train
35216.txt,288673,train
40659.txt,331610,train
48561.txt,190006,train
55510.txt,756364,train
40563.txt,352854,train
29189.txt,64513,train
10586.txt,301817,train
47689.txt,21611,train
34752.txt,183166,train
29130.txt,318921,train
1410.txt,160679,train
4011.txt,307288,train
55716.txt,154921,train
48411.txt,371300,train
32109.txt,691883,train
5610.txt,298134,train
21688.txt,471286,train
46300.txt,301013,train
3319.txt,198172,train
2908.txt,131332,train
30564.txt,461447,train
51944.txt,196129,train
2882.txt,691521,train
56154.txt,415427,train
53452.txt,35875,train
36353.txt,848174,train
28742.txt,444465,train
8191.txt,198309,train
50724.txt,1810311,train
48690.txt,355225,train
4485.txt,177584,train
51387.txt,1169919,train
29291.txt,470936,train
36657.txt,565680,train
5151.txt,424844,train
28985.txt,17312,train
33014.txt,215491,train
43691.txt,339494,train
26865.txt,146614,train
1082.txt,491304,train
40236.txt,521050,train
34582.txt,11108,train
7895.txt,735669,train
45811.txt,230040,train
202.txt,765518,train
51197.txt,301229,train
7517.txt,151599,train
27586.txt,44329,train
26540.txt,268224,train
37004.txt,116713,train
43485.txt,464930,train
31722.txt,309973,train
30332.txt,396701,train
27607.txt,162011,train
2035.txt,232389,train
28958.txt,435243,train
3702.txt,846212,train
41043.txt,307302,train
39214.txt,160885,train
24728.txt,440593,train
46276.txt,430101,train
56631.txt,2945725,train
30714.txt,1016779,train
43454.txt,114471,train
41800.txt,797780,train
51704.txt,331221,train
39346.txt,331939,train
47761.txt,149819,train
37489.txt,97648,train
35851.txt,528228,train
46240.txt,112985,train
30897.txt,149562,train
55841.txt,2953162,train
48266.txt,556831,train
58322.txt,426427,train
49778.txt,133381,train
1739.txt,263013,train
9544.txt,73588,train
54976.txt,84619,train
51970.txt,494978,train
36965.txt,418503,train
31504.txt,168624,train
36743.txt,9523,train
53222.txt,139677,train
9234.txt,14862,train
23129.txt,524595,train
40758.txt,485267,train
30622.txt,347138,train
47826.txt,39739,train
15124.txt,492377,train
4294.txt,184672,train
54230.txt,265498,train
55993.txt,459621,train
33113.txt,868338,train
58567.txt,163250,train
6614.txt,94273,train
20955.txt,778564,train
3490.txt,140414,train
35622.txt,445235,train
3930.txt,439904,train
32319.txt,42206,train
48572.txt,499800,train
4004.txt,213253,train
905.txt,456353,train
45854.txt,539520,train
31485.txt,355724,train
56036.txt,337933,train
47179.txt,176829,train
46943.txt,535956,train
2732.txt,235003,train
8206.txt,494093,train
10748.txt,599333,train
56556.txt,157538,train
10932.txt,635823,train
57483.txt,102956,train
53506.txt,151094,train
38670.txt,553015,train
48203.txt,632702,train
54106.txt,916492,train
44237.txt,610996,train
43982.txt,601942,train
47836.txt,621126,train
49033.txt,217786,train
45782.txt,482249,train
45387.txt,45641,train
35611.txt,77000,train
50985.txt,54746,train
52087.txt,1216851,train
44330.txt,558899,train
53079.txt,498816,train
44254.txt,390003,train
55809.txt,484547,train
1685.txt,416588,train
32977.txt,1186126,train
52217.txt,281461,train
46382.txt,532215,train
1746.txt,58613,train
24593.txt,228013,train
35367.txt,794312,train
50678.txt,336257,train
8882.txt,433244,train
4611.txt,250458,train
52575.txt,412830,train
45034.txt,542168,train
38391.txt,734857,train
5303.txt,35500,train
38745.txt,943821,train
38612.txt,84792,train
36859.txt,374496,train
52641.txt,858621,train
44904.txt,73702,train
36789.txt,703717,train
26364.txt,265988,train
43770.txt,244152,train
25264.txt,103970,train
52535.txt,427529,train
53812.txt,244162,train
46119.txt,167763,train
21749.txt,305109,train
25874.txt,59270,train
6378.txt,657516,train
56868.txt,347939,train
55814.txt,3032,train
48228.txt,370915,train
332.txt,291437,train
41756.txt,272377,train
30266.txt,384247,train
33146.txt,560905,train
1815.txt,320672,train
74.txt,393561,train
34886.txt,562675,train
46188.txt,271635,train
892.txt,1022534,train
2572.txt,12721,train
9508.txt,499943,train
57301.txt,268877,train
41073.txt,1695672,train
30795.txt,275679,train
42403.txt,356002,train
43106.txt,826869,train
37177.txt,66621,train
2400.txt,446269,train
56338.txt,111801,train
32027.txt,223011,train
6635.txt,457062,train
7528.txt,107377,train
54636.txt,159151,train
30880.txt,137467,train
6564.txt,106816,train
11224.txt,161316,train
38254.txt,274833,train
3606.txt,974549,train
22489.txt,40737,train
9813.txt,720228,train
29568.txt,161131,train
1079.txt,1030526,train
42324.txt,438377,train
1645.txt,81140,train
54879.txt,786075,train
6325.txt,574880,train
48166.txt,466591,train
28433.txt,372244,train
56381.txt,505324,train
32310.txt,309902,train
46430.txt,102362,train
56425.txt,283518,train
55312.txt,336523,train
46696.txt,215743,train
34108.txt,69282,train
47833.txt,626358,train
47298.txt,610854,train
40481.txt,344595,train
3293.txt,907809,train
34748.txt,1096377,train
51552.txt,297249,train
55798.txt,411958,train
38005.txt,189195,train
16093.txt,257769,train
52250.txt,493421,train
54798.txt,145256,train
54805.txt,321644,train
45329.txt,95733,train
5698.txt,143490,train
54534.txt,68326,train
2271.txt,561966,train
57171.txt,317874,train
30480.txt,797183,train
10005.txt,406645,train
3584.txt,104941,train
42500.txt,597632,train
7823.txt,488334,train
42794.txt,143104,train
42974.txt,651098,train
3088.txt,119599,train
36108.txt,236053,train
3716.txt,51707,train
8071.txt,1107830,train
56142.txt,354840,train
4174.txt,94871,train
42417.txt,577919,train
56686.txt,327068,train
50746.txt,103698,train
32997.txt,188068,train
52723.txt,908847,train
2614.txt,574279,train
47892.txt,762640,train
48056.txt,217684,train
31543.txt,1742630,train
52434.txt,340843,train
55427.txt,230133,train
25993.txt,696107,train
38207.txt,177257,train
46472.txt,78821,train
2265.txt,178708,train
54233.txt,375375,train
54908.txt,128977,train
14479.txt,531905,train
54140.txt,392175,train
8837.txt,22651,train
28097.txt,608710,train
40058.txt,1260362,train
9656.txt,278369,train
43506.txt,45590,train
530.txt,286899,train
39395.txt,752938,train
39897.txt,994581,train
1894.txt,502291,train
26365.txt,268579,train
37147.txt,212656,train
3781.txt,483801,train
6715.txt,307527,train
39374.txt,625693,train
37254.txt,414574,train
722.txt,271899,train
36250.txt,374357,train
56360.txt,236342,train
22314.txt,168943,train
39316.txt,1554713,train
54296.txt,628567,train
216.txt,59208,train
35590.txt,237354,train
48771.txt,817527,train
8155.txt,689321,train
24404.txt,34075,train
2317.txt,178054,train
6354.txt,729070,train
47737.txt,17127,train
9168.txt,247848,train
9265.txt,525795,train
41784.txt,329452,train
32603.txt,647162,train
58839.txt,44958,train
2169.txt,398912,train
51245.txt,309489,train
53666.txt,393929,train
12019.txt,558147,train
51634.txt,1752634,train
1233.txt,302721,train
33324.txt,276775,train
36975.txt,640886,train
28562.txt,243168,train
44219.txt,63155,train
11107.txt,63859,train
54148.txt,241710,train
39439.txt,254658,train
45311.txt,177229,train
40242.txt,952829,train
53732.txt,255233,train
15564.txt,547622,train
25942.txt,248139,train
9866.txt,1130389,train
34863.txt,177886,train
45981.txt,1077755,train
27747.txt,524739,train
10781.txt,21194,train
27561.txt,374785,train
48515.txt,109021,train
56614.txt,684761,train
33363.txt,227910,train
3932.txt,71604,train
55343.txt,668935,train
38795.txt,502625,train
8742.txt,238681,train
10787.txt,20106,train
46869.txt,850090,train
54488.txt,2386752,train
33353.txt,392436,train
25302.txt,539479,train
44746.txt,544434,train
33183.txt,113217,train
40383.txt,451083,train
40799.txt,69761,train
36508.txt,68034,train
45742.txt,483884,train
3181.txt,40620,train
55736.txt,2956924,train
11169.txt,79258,train
10628.txt,196129,train
1157.txt,185843,train
36994.txt,40906,train
36638.txt,678071,train
41242.txt,221623,train
1742.txt,36100,train
3941.txt,137317,train
47366.txt,268706,train
48804.txt,878711,train
57112.txt,53944,train
45708.txt,249545,train
10912.txt,34545,train
23409.txt,403076,train
25624.txt,326636,train
37019.txt,241441,train
9658.txt,82145,train
34912.txt,903938,train
5759.txt,79084,train
39914.txt,86825,train
3922.txt,425690,train
58057.txt,1179062,train
56914.txt,460208,train
37839.txt,459946,train
24990.txt,117534,train
30018.txt,55275,train
33852.txt,248660,train
39267.txt,549585,train
47785.txt,380425,train
2014.txt,433166,train
55435.txt,369028,train
35440.txt,234883,train
30584.txt,81328,train
4472.txt,163987,train
27630.txt,96562,train
40428.txt,47102,train
50710.txt,2503470,train
50035.txt,317668,train
8473.txt,78886,train
44558.txt,27209,train
78.txt,481091,train
49440.txt,81254,train
47796.txt,338479,train
52570.txt,244938,train
40612.txt,856044,train
30290.txt,189673,train
33148.txt,433981,train
40293.txt,448008,train
32533.txt,1064763,train
5542.txt,1184801,train
42747.txt,113306,train
2979.txt,207338,train
32158.txt,590676,train
12324.txt,222893,train
37956.txt,626695,train
44646.txt,937875,train
3437.txt,871877,train
50776.txt,536839,train
43566.txt,16578,train
7354.txt,327435,train
37683.txt,2233672,train
30549.txt,789097,train
36244.txt,744586,train
44306.txt,402726,train
37680.txt,607999,train
30081.txt,343090,train
42538.txt,1138319,train
55047.txt,508067,train
5977.txt,253838,train
40425.txt,39362,train
35221.txt,234021,train
3583.txt,108668,train
1371.txt,946578,train
48611.txt,351530,train
4636.txt,118226,train
34762.txt,96586,train
54303.txt,589224,train
49125.txt,392831,train
41865.txt,103342,train
10745.txt,670424,train
36530.txt,513627,train
29217.txt,96741,train
46596.txt,279550,train
28538.txt,237666,train
7234.txt,1104074,train
10410.txt,372866,train
51947.txt,590278,train
4738.txt,64713,train
32771.txt,273251,train
25568.txt,403495,train
31031.txt,253355,train
5571.txt,1125473,train
36916.txt,75420,train
46674.txt,562039,train
47105.txt,637452,train
7837.txt,555966,train
20.txt,476516,train
27499.txt,226269,train
34989.txt,1052629,train
36675.txt,577381,train
7797.txt,418104,train
25822.txt,214660,train
39447.txt,383869,train
4549.txt,67719,train
41908.txt,356797,train
48364.txt,148077,train
33873.txt,285014,train
55306.txt,66971,train
5247.txt,1245020,train
43406.txt,49291,train
39278.txt,457273,train
29086.txt,794417,train
29521.txt,82803,train
1584.txt,66691,train
39202.txt,123222,train
18954.txt,231934,train
54474.txt,480693,train
43864.txt,328594,train
7829.txt,846044,train
32144.txt,347845,train
32165.txt,77774,train
50025.txt,33973,train
2461.txt,97663,train
33621.txt,83254,train
34541.txt,352767,train
28375.txt,449521,train
54485.txt,259502,train
36991.txt,77522,train
48417.txt,179162,train
30149.txt,362310,train
33685.txt,55124,train
4421.txt,198138,train
28016.txt,570226,train
42970.txt,839503,train
34142.txt,603491,train
1290.txt,610445,train
29329.txt,92742,train
40200.txt,36932,train
44802.txt,157440,train
4482.txt,611000,train
45963.txt,349087,train
10798.txt,537704,train
40390.txt,378106,train
44148.txt,48263,train
38008.txt,194343,train
27612.txt,36843,train
49319.txt,64094,train
43195.txt,1659554,train
2036.txt,505638,train
8404.txt,466612,train
47436.txt,1037181,train
49325.txt,815885,train
30634.txt,545874,train
4054.txt,304665,train
2566.txt,53002,train
44122.txt,158701,train
55375.txt,115134,train
42811.txt,84252,train
30727.txt,280943,train
9935.txt,493516,train
27985.txt,366271,train
4356.txt,303926,train
24614.txt,734345,train
